apartment,area,floor,lease_mode,orientation,price,quarters,renovation,title
1室1厅1卫,47平米,中层,整租,南,3200,"保利中辰广场,天河,龙口西,距3号线岗顶站约312米,龙口西路3号",精装修,天河北保利中辰 精装大1房 近地铁 地段繁华 管理严格 急租
1室1厅1卫,35平米,低层,整租,南,2200,"广本宿舍,天河,岗顶,距3号线岗顶站约615米,石牌东路237号至245号",中装修,广本宿舍一房一厅2200元/月，家私家电齐全，看房方便
3室2厅2卫,120平米,高层,整租,南,5800,"东方新世界,天河,天河公园,天河区中山大道西158号",精装修,东方新世界 豪华装修大三房 夜间美 家电齐全 安静舒适
1室1厅1卫,55平米,低层,整租,南,3500,"富力院士庭,天河,东莞庄,东莞庄路72号",简装修,富力院士庭 电梯 55平方 一房一厅 楼层好 可以入住
3室2厅2卫,135平米,高层,整租,南,15000,"中海花城湾,天河,珠江新城中,距5号线猎德站约160米,珠江新城花城大道86号",豪华装修,珠江新城 中海花城湾 时尚三房 拎包入住 交通便捷 近
3室2厅1卫,125平米,中层,整租,东北,7000,"伊顿18,天河,龙口西,距3号线岗顶站约492米,龙口西路196号",毛坯,3号线岗顶地铁 伊顿18 房屋干净清爽户型佳为您呈现家的感觉
4室2厅0卫,143平米,高层,整租,暂无,8600,"尚东美御,天河,珠江新城东,距5号线猎德站约569米,天河区珠江新城金穗路",中装修,尚东美御 3+1户型大面积望公园租 高层南北对流
2室1厅1卫,76平米,低层,整租,西南,3600,"南兴花园(天河),天河,沙太南,元岗路337号",精装修,南兴花园 花园式小区 二房一厅家私电器齐全 客运站地铁口
2室2厅1卫,76平米,低层,整租,北,4500,"远洋天骄,天河,沙太南,区元岗路68号",精装修,底价出租朝南 精装修远洋天骄采光好拎包随时就可以入住
1室1厅1卫,73平米,中层,整租,北,8000,"方圆月岛,天河,珠江新城中,距5号线猎德站约306米,珠江新城兴国路27号",精装修,方圆月岛 一房一厅 安静望花园 装修新 家电齐全 光亮通风
1室1厅1卫,46平米,中层,整租,南,2700,"凯旋新世界,天河,珠江新城东,距5号线潭村站约753米,珠江新城花城大道与海风路交界处",精装修,恒大精装小户型 高楼层一线看沙湖 全房品牌家私 可拎包住
2室1厅1卫,38平米,低层,整租,南,3800,"保利心语花园,天河,珠江新城中,距5号线猎德站约461米,天河区珠江新城金穗路70号",简装修,保利心语 随时联系看房 低价出租 一口价
2室1厅1卫,78平米,高层,整租,南,4500,"天晟明苑,天河,岗顶,距3号线岗顶站约706米,石牌西路111至119号",精装修,天晟明苑装修近地铁南向正规两房一厅
2室1厅1卫,63平米,高层,整租,南,2200,"侨乐新村,天河,沙太南,距6号线天平架站约439米,天平架沙太南路",精装修,侨乐新村 邻近天平架地铁口 精装标准两房 家私电齐全 拎包入住
2室1厅1卫,41平米,低层,整租,东南,2540,"名圃新村,天河,东圃,距4号线黄村站约678米,荔苑路名圃街",简装修,名圃新村 站附近捡漏了 强迫症福利 免费保修保洁
2室2厅1卫,81平米,高层,整租,南,6600,"汇峰苑,天河,珠江新城中,距5号线猎德站约258米,珠江新城兴盛路8号",精装修,珠江新城 汇峰苑 高层精装两房 家电齐全 拎包入住 近地铁 白领住
3室2厅2卫,132平米,高层,整租,南,18000,"中海璟晖华庭,天河,珠江新城中,距5号线猎德站约359米,天河区猎德大道33号",豪华装修,珠江新城 中海璟晖 三房两厅 温馨舒适 精致的装修只为给您家
2室2厅1卫,82平米,高层,整租,南,4900,"伊顿18,天河,龙口西,距3号线岗顶站约492米,龙口西路196号",精装修,天河北 伊顿18 精装修 厅出阳台 带小区 交通便利 南向 芳草园旁
2室2厅1卫,80平米,高层,整租,南,5800,"保利心语花园,天河,珠江新城中,距5号线猎德站约461米,天河区珠江新城金穗路70号",豪华装修,保利心语 繁华地段 精装大2房 中层宁静宜居 随时看房
4室2厅4卫,409平米,高层,整租,南北,32000,"颐德公馆,天河,珠江新城东,距5号线猎德站约585米,花城大道126号-136号（双号）",豪华装修,颐德公馆 管理蕞好 落地大飘窗 采光视野一流 送两个车位
1室1厅1卫,50平米,高层,整租,南,4900,"力达广场,天河,天河北,距6号线燕塘站约191米,粤垦路（3、6号地铁线交汇处燕塘站附近）",豪华装修,力达广场 地铁沿线 豪华装修 拎包入住.
3室2厅3卫,258平米,低层,整租,南,25000,"领峰园,天河,珠江新城中,距APM线妇儿中心站约420米,天河区兴盛路7号",豪华装修,珠江新城 新上盘 领峰三房 会所 随时看 豪华装 酒店旁
1室0厅1卫,42平米,中层,整租,西,5450,"汇峰苑,天河,珠江新城中,距5号线猎德站约258米,珠江新城兴盛路8号",简装修,汇峰苑 打单间 看中约我看房
2室1厅1卫,76平米,中层,整租,南,4500,"南雅苑,天河,石牌桥,距3号线石牌桥站约547米,天河区体育东横街",精装修,石牌桥 南雅苑 一梯两房 76方两房一厅 南向 精装 家私齐 租4500
3室2厅1卫,90平米,高层,整租,南,3600,"金燕花苑,天河,粤垦,距6号线燕塘站约431米,粤垦路618号",精装修,金燕花园 精装修两房 格局方正 家私家电齐全 东南向 业主急租
1室1厅1卫,53平米,高层,整租,南,3500,"东方之珠花园,天河,五山路口,距3号线华师站约295米,天河北路705号",精装修,天河北 东方之珠 精装大一房 家私家电齐全 配套成熟 交通便利
2室1厅1卫,82平米,高层,整租,南,4300,"茶景苑,天河,五山,距3号线五山站约541米,五山路贤韵街",精装修,五山茶景苑精装电梯大两房 82平正南向 近地铁 来电即可看房
1室1厅1卫,50平米,中层,整租,南,3400,"MBA国际公寓,天河,岗顶,距5号线潭村站约1051米,黄埔大道西601号",精装修,易通大厦精装修实用套间，租金3400，看房方便
1室1厅1卫,83平米,低层,整租,南,10000,"领峰园,天河,珠江新城中,距APM线妇儿中心站约420米,天河区兴盛路7号",简装修,领峰 珠江新城 欧式装修风格 小区管理 可短租 可短租
1室0厅1卫,51平米,高层,整租,南,5888,"富力威尔斯国际公寓,天河,珠江新城西,距5号线五羊邨站约554米,天河区华强路2号",精装修,威尔斯国际温馨的单间 配套齐全 拎衣入住
2室2厅1卫,60平米,中层,整租,南北,4500,"保利心语花园,天河,珠江新城中,距5号线猎德站约461米,天河区珠江新城金穗路70号",精装修,保利心语花园 精装两房 只要4500 全珠江新城 机会仅一次
3室2厅1卫,91平米,中层,整租,南北,4300,"侨源山庄,天河,粤垦,距6号线燕塘站约916米,粤垦路侨源大街",精装修,想租侨源山庄便宜房吗进来逛逛 一个电话就可以消除烦恼
3室2厅2卫,109平米,中层,整租,西,5500,"翠安侬苑,天河,华景新城社区,天河区中山大道华景北路35号至40号",精装修,华景新城 翠安侬苑 西向三房 业主诚心出租 看房方便 拎包入住
3室2厅1卫,98平米,中层,整租,南,3800,"隆基怡苑,天河,沙太南,距3号线支线梅花园站约874米,沙太路牛利岗大街88号",精装修,隆基怡苑 精装三房 业主急租 价钱可笑谈 家私电器齐全
3室1厅1卫,85平米,中层,整租,暂无,3500,"旭景家园,天河,车陂,距4号线车陂站约780米,天河区中山大道旭景西街",精装修,东圃 旭景家园 南向望花园 家私齐全 随时看房
1室0厅1卫,56平米,中层,整租,南,5000,"朱美拉公寓,天河,珠江新城中,距APM线花城大道站约393米,珠江新城冼村路16号",精装修,朱美拉 精致1房 粉红浪漫主题
3室2厅2卫,207平米,低层,整租,南,9800,"高德置地公寓,天河,珠江新城中,距APM线花城大道站约393米,珠江新城冼村路16号",精装修,朱美拉 实用三房 双主套 南北向望小蛮腰 采光通风
4室2厅3卫,175平米,中层,整租,南,20000,"尚东君御,天河,珠江新城中,距5号线猎德站约450米,广州市珠江新城兴盛路与冼村路交界处G3-1",豪华装修,今上 珠江新城 尚东君御 南向三房 豪华装修 约看
3室2厅2卫,115平米,高层,整租,南,4200,"边检宿舍,天河,东圃,距5号线东圃站约665米,天河区东圃宦溪西路",精装修,天河 5号线东圃站 封闭式边检大院 新装南向3房 家居齐全
3室2厅2卫,147平米,低层,整租,南,5666,"世纪绿洲,天河,龙洞,距6号线植物园站约69米,天源路绿洲街38号",精装修,世纪绿洲三房 双卫 安静看花园 拎包入住 地铁口!
3室2厅2卫,146平米,中层,整租,南,8900,"金碧华府,天河,珠江新城东,距5号线潭村站约413米,花城大道732号",豪华装修,金碧华府 简约大三房 五星管理 配套成熟 适合住家 有家的感觉
1室1厅1卫,86平米,中层,整租,南,7300,"凯旋新世界一期,天河,珠江新城东,距5号线潭村站约753米,珠江新城花城大道与海风路交界处",豪华装修,凯旋新世界 豪华带简约大一房 五星管理 机会留给有准备的人
2室2厅1卫,76平米,低层,整租,南,4666,"远洋天骄,天河,沙太南,区元岗路68号",简装修,远洋天骄精装 新放租2房 拎包入住 随时看房
2室1厅1卫,73平米,低层,整租,南北,2700,"东和花苑,天河,员村,距5号线员村站约404米,员村二横路南社大街",精装修,员村地铁 东和花苑 精装大两房 格局明亮 配套齐全 厅出阳台
3室2厅2卫,138平米,中层,整租,南,5500,"帝景苑,天河,龙口西,距3号线岗顶站约793米,龙口西路338号",精装修,天河北帝景苑 精装三房龙口西 全新家私电器 精装三房 近地铁
4室2厅3卫,216平米,低层,整租,南,6888,"君林天下,天河,龙洞,距6号线植物园站约69米,广汕路华南植物园旁",精装修,植物园地铁口 南向4房 3卫放租 有钥匙看房
2室1厅1卫,72平米,中层,整租,东南,3200,"广海花园,天河,天河公园,距5号线科韵路站约1035米,中山大道西建中路7号",精装修,天河 员村 广海花园 精装两房 近信息港 科韵路 站
2室2厅1卫,72平米,高层,整租,南,12000,"中海花城湾,天河,珠江新城中,距5号线猎德站约160米,珠江新城花城大道86号",豪华装修,中海花城湾 时尚温馨2房 高层望珠江公园全新豪装品牌家私即看
3室2厅2卫,98平米,中层,整租,西北,4500,"天河峰景,天河,沙太南,距6号线天平架站约218米,广州大道北天平架兴华路1号",毛坯,天平架地铁口 天河峰景 精装三房带主套 家私电齐 09年电梯
1室1厅1卫,45平米,中层,整租,南,2500,"鸿燕居,天河,燕塘,距3号线支线燕塘站约332米,粤垦燕都路35至89号",精装修,春晖苑 东站 精装1房 家私电器齐全 拎包入住
2室2厅1卫,75平米,高层,整租,南,6800,"寺右公馆,天河,珠江新城西,距5号线五羊邨站约518米,广州市天河区华就路21号",简装修,寺右公馆 高层南向2房2厅 新装修 随时看房 拎包入住
3室2厅2卫,124平米,中层,整租,东南,12000,"中海璟晖华庭,天河,珠江新城中,距5号线猎德站约359米,天河区猎德大道33号",简装修,中海璟晖，大型花园。精装南向，舒适三房！
3室2厅2卫,110平米,中层,整租,东南,4800,"穗园小区,天河,龙口西,距3号线华师站约964米,龙口西路551号",精装修,龙口东社区 城铁 精装大3居 给您舒适的生活
3室2厅1卫,123平米,中层,整租,南,5300,"珠江俊园,天河,天河公园,中山大道西枫叶路",精装修,靓房：华景新城 珠江俊园 安静舒适标准三房 安静望花园 急租
3室2厅1卫,105平米,中层,整租,南,3200,"瑜翠园,天河,龙洞,天源路（龙眼洞森林公园旁）",精装修,好房出租 瑜翠园精装3房 采光好 安静位置
2室1厅1卫,98平米,中层,整租,东南,11500,"星汇云锦,天河,珠江新城西,距5号线五羊邨站约397米,天河区珠江新城东西华明路1号2号4号6号",豪华装修,星汇云锦2房月租11500 温馨配套 智能家居 享受不一样的生活环
3室2厅2卫,150平米,高层,整租,南北,12500,"中海璟晖华庭,天河,珠江新城中,距5号线猎德站约359米,天河区猎德大道33号",豪华装修,近地铁 中海璟晖华庭 全新装修 望小区内安静不打扰 大花园
2室1厅1卫,98平米,中层,整租,南北,7000,"珠江太阳城广场,天河,珠江新城东,距5号线潭村站约823米,平川路611至613号",简装修,太阳新天地 坐拥一线跑马场园景 采光好 超靓装修 拎包入住
3室1厅1卫,95平米,高层,整租,南,4600,"天朗明居,天河,车陂,距4号线车陂站约504米,东圃中山大道",简装修,出租 天朗明居 高层南向 全新家私电器
5室2厅4卫,349平米,中层,整租,南北,50000,"侨鑫汇悦台,天河,珠江新城东,距5号线潭村站约525米,马场路与临江大道交界处",豪华装修,侨鑫汇悦台 全新未住 国际幼儿园 南中国一哥
3室2厅1卫,110平米,高层,整租,南,12000,"保利心语花园,天河,珠江新城中,距5号线猎德站约461米,天河区珠江新城金穗路70号",简装修,保利心语南向三房 家具齐 阳
2室1厅1卫,78平米,高层,整租,南,3700,"盈彩美居,天河,东圃,盈汇街96号",简装修,盈彩美居 珠村 三溪站 家私家电齐 伶包入住
1室1厅1卫,47平米,中层,整租,南北,4700,"华景里理想地,天河,华景新城社区,信华一街7号9号11号",豪华装修,华景新城 全新复式豪华一房 家私电齐 即可入住 出行便利
4室2厅2卫,234平米,低层,整租,西南,18000,"汇景新城上城峰境,天河,汇景新城社区,天河广园东路",豪华装修,汇景新城峰境豪华装修低密度环境优美看房方便家私家电齐全
2室2厅1卫,68平米,中层,整租,南,4500,"华农嵩山区宿舍,天河,五山,距3号线五山站约916米,五山路483号",精装修,五山华农校内精装两房 家私电齐全 装修保养好 看房有钥匙
1室1厅1卫,50平米,中层,整租,南北,5000,"珠光新城御景二期,天河,珠江新城东,距5号线潭村站约232米,珠江新城花城大道与平江路交界（地铁5号线潭村站B出口",精装修,珠光新城御景二期 业主新装修一房 家私家电全新 清新现代简约
2室2厅1卫,88平米,中层,整租,东,7800,"汇峰苑,天河,珠江新城中,距5号线猎德站约258米,珠江新城兴盛路8号",精装修,汇峰苑简单优雅2房 户型方正 安静望珠江公园 视野好
2室2厅1卫,86平米,中层,整租,南,7000,"广弘天琪,天河,珠江新城西,距3号线珠江新城站约370米,华利路27号",简装修,广弘天琪 精装修2房 全齐出租 高层安静南向
4室2厅4卫,256平米,高层,整租,南,30000,"侨鑫汇悦台,天河,珠江新城东,距5号线潭村站约525米,马场路与临江大道交界处",豪华装修,珠江新城 侨鑫汇悦台 身份的象征 全新装修 一线江景景观
1室1厅1卫,45平米,中层,整租,南,5000,"广弘天琪,天河,珠江新城西,距3号线珠江新城站约370米,华利路27号",简装修,广弘天琪 干净舒适 温馨时尚 家私齐全
3室2厅1卫,96平米,低层,整租,南,11800,"珠光新城御景二期,天河,珠江新城东,距5号线潭村站约232米,珠江新城花城大道与平江路交界（地铁5号线潭村站B出口",精装修,珠光新城御景二期中式配齐三房
1室0厅1卫,48平米,低层,整租,东南,2900,"天一庄,天河,员村,距5号线员村站约1068米,黄埔大道中员村二横路",精装修,天一庄 安静舒适 温馨大单间 通风采光好 全明户型 交通方便
1室1厅1卫,83平米,低层,整租,南,9500,"领峰园,天河,珠江新城中,距APM线妇儿中心站约420米,天河区兴盛路7号",简装修,领峰豪华装修 一房一厅 拎包入住
1室1厅1卫,54平米,低层,整租,南,2800,"东璟花园,天河,员村二横路,距5号线员村站约803米,天河区黄埔大道南员村二横路口",精装修,天河公园 温馨一房 宽敞舒适 采光通透 近地铁 拎包入住
2室2厅1卫,88平米,高层,整租,南,7000,"嘉裕丹顿阳光,天河,珠江新城东,距5号线猎德站约701米,珠江新城海安路2号",精装修,嘉裕丹顿阳光 户型方正 全新2房 本周必租
3室2厅2卫,120平米,高层,整租,东南,5000,"中海花城湾,天河,珠江新城中,距5号线猎德站约160米,珠江新城花城大道86号",豪华装修,1号线中海花湾豪华装修，全新未住，家私家电齐全，随时看房！
4室2厅2卫,123平米,低层,整租,西南,8500,"马赛国际公寓,天河,珠江新城东,距5号线潭村站约942米,黄埔大道潭村路",精装修,珠江新城东，实惠大四房 精装修
1室1厅1卫,82平米,中层,整租,南,7000,"方圆月岛,天河,珠江新城中,距5号线猎德站约306米,珠江新城兴国路27号",豪华装修,方圆月岛 精致一房 欧式风格 通风采光好 朝向佳 观景房 ...
2室1厅1卫,78平米,高层,整租,北,4200,"富力天朗明居,天河,车陂,距4号线车陂站约504米,东圃中山大道",精装修,天朗明居精装两房 望花园家私电器齐全 安静舒适 随时拎包入住
2室1厅1卫,75平米,高层,整租,南,10000,"凯旋新世界,天河,珠江新城东,距5号线潭村站约753米,珠江新城花城大道与海风路交界处",豪华装修,珠江新城 大花园社区 凯旋新世界 高层东向两房 全新家私电器
2室1厅1卫,58平米,高层,整租,南,3300,"橡树园,天河,沙太南,距3号线支线梅花园站约1072米,天河区沙太南路316号",精装修,橡树园 温馨粉红小复式 家私电齐全 适合小情侣入住 合适电联看房
2室2厅1卫,78平米,高层,整租,南,4300,"侨林苑,天河,天河北,距APM线林和西站约755米,天河北侨林街59号",豪华装修,侨林苑 繁华商圈地段 豪华电梯2房 拎包入住 生活便利 急租
3室1厅1卫,80平米,高层,整租,南,3000,"天河农工商学院宿舍,天河,粤垦,距6号线燕塘站约752米,天河区粤垦路",精装修,学院环境 高楼层  价位合适 先到先得 机不可失时不再来
2室1厅1卫,78平米,低层,整租,东北,3380,"富力天朗明居,天河,车陂,距4号线车陂站约504米,东圃中山大道",精装修,急租 天朗明居 车陂 家电齐全 随时可入住
3室2厅1卫,160平米,低层,整租,南,19000,"嘉裕公馆,天河,珠江新城中,距5号线猎德站约402米,花城大道80号",简装修,嘉裕公馆 望花园 品质装修 保养好 大气装饰 厅大房大
1室1厅1卫,55平米,低层,整租,南北,2950,"华工南秀村,天河,五山,距3号线华师站约1000米,五山路381号",精装修,五山华工校内干净一室一厅 家私单齐全 拎包入住 看房方便
3室1厅1卫,81平米,高层,整租,西北,2500,"天河阳光家园,天河,沙太南,距3号线支线梅花园站约976米,天河沙太南路213号",简装修,阳光家园小区设施完善交通便利整租
1室1厅1卫,50平米,高层,整租,南,5500,"力达广场,天河,天河北,距6号线燕塘站约191米,粤垦路（3、6号地铁线交汇处燕塘站附近）",精装修,力达广场 精装一房一厅复式 小区环境好住户素质好 近地铁！
3室2厅2卫,125平米,高层,整租,东北,12000,"领峰,天河,珠江新城中,距APM线妇儿中心站约420米,天河区兴盛路7号",简装修,领峰园 实拍图片 办.公.三房 高层采光好 带东西就可以入驻
2室1厅1卫,63平米,中层,整租,南,5200,"天逸名都,天河,龙口东,距3号线岗顶站约519米,龙口中路152号",精装修,龙口东 天逸名都 花园小区 干净两房 双 视野开阔 瑞安创逸
2室1厅1卫,82平米,中层,整租,南,3900,"马赛国际公寓,天河,珠江新城东,距5号线潭村站约942米,黄埔大道潭村路",豪华装修,珠江新城马赛国际精装两房 清爽明亮 仅租3900 手慢无
1室1厅1卫,44平米,低层,整租,南,3300,"翰林1+1,天河,长湴,长湴长兴路299号",精装修,天河客运站 精装一房一厅 3300 电梯房 随时看房
1室0厅1卫,45平米,高层,整租,南,4800,"双城国际公寓,天河,珠江新城西,距3号线珠江新城站约398米,花城大道21号至25号",豪华装修,珠江新城 双城国际 装修豪华大气 时尚 全新装修拎包住
2室2厅0卫,88平米,中层,整租,南北,5000,"南国花园,天河,珠江新城东,距5号线潭村站约370米,珠江新城马场西路",豪华装修,南国花园 温馨两房 配套成熟 家电全齐 房东急租
2室1厅1卫,75平米,高层,整租,东北,3300,"天河山庄,天河,沙河,距6号线天平架站约896米,天河山庄广州大道北沙和路",精装修,豪景花园云龙苑附近 天河山庄便宜的两房出来啦 厅大阳台大新
2室2厅1卫,86平米,低层,整租,南北,4000,"骏景花园,天河,棠下,距5号线科韵路站约937米,中山大道190号",精装修,天河 科韵路 骏景花园 精装两房 随时看房 高层靓景
3室2厅1卫,173平米,中层,整租,南,10000,"中海花城湾,天河,珠江新城中,距5号线猎德站约160米,珠江新城花城大道86号",精装修,珠江新城 中海花城湾 豪华三房 南北对流 环境优雅 
3室2厅2卫,157平米,中层,整租,南北,15000,"嘉裕公馆,天河,珠江新城中,距5号线猎德站约402米,花城大道80号",精装修,嘉裕公馆 全新美房出租 南向望花园 安静 双主套 看房方便
4室2厅3卫,211平米,中层,整租,南北,23000,"天銮,天河,珠江新城中,距5号线猎德站约587米,临江大道59号之一至59号之七",豪华装修,珠江新城中 全屋豪华装修 天銮天汇广场 望江豪宅 方正大四房
4室2厅3卫,200平米,高层,整租,南北,16000,"尚东君御,天河,珠江新城中,距5号线猎德站约450米,广州市珠江新城兴盛路与冼村路交界处G3-1",精装修,尚东君御 全新豪华高奢四房 进口家私电器 拎包潇洒入住
2室2厅1卫,95平米,中层,整租,南,3700,"德欣小区,天河,岗顶,距3号线石牌桥站约463米,天河东路96-3号",豪华装修,德欣小区 明星小区 环境优美 近石牌桥 万菱汇 体育中心 交通方便
2室1厅1卫,74平米,中层,整租,南,5500,"日出观山,天河,粤垦,距6号线燕塘站约633米,粤垦路498号",精装修,日出观山两室 精装修温馨 配套齐全 格局方正采光好 小区管理
4室2厅3卫,274平米,高层,整租,南,25000,"富力公园28,天河,珠江新城东,距5号线潭村站约673米,珠江新城马场路28号",简装修,急租有钥匙看 富力公园高层大四房可挂牌。
2室1厅1卫,68平米,中层,整租,南北,5000,"体育西横街小区,天河,天河南,距APM线黄埔大道站约301米,体育西路体育西横街",精装修,体育西横街 住家装修2房 5楼 仅租5000
1室2厅1卫,88平米,中层,整租,东,9000,"富力盈盛广场,天河,珠江新城东,距5号线潭村站约301米,珠江新城马场路19号",精装修,富力盈盛广场可注栅
3室2厅2卫,150平米,中层,整租,南,16000,"中海观园国际大厦,天河,珠江新城东,距5号线潭村站约870米,珠江新城金穗路923号",精装修,漂亮三房 镇实出租 有钥随时看 中海观园国际 全新
