apartment,area,floor,lease_mode,orientation,price,quarters,renovation,title
3室2厅2卫,135平米,低层,整租,东南,3000,"碧桂园凤凰城凤锦苑,增城,凤凰城,广园快速路（近沈海高速）",豪华装修,凤凰城凤锦苑 135平 四房 豪华装修 家私电齐全 3000元。
3室2厅1卫,107平米,高层,整租,南,2400,"碧桂园凤凰城凤锦苑,增城,凤凰城,广园快速路（近沈海高速）",精装修,凤锦苑 精装三房 南向高楼层 家电齐全 拎包入住
3室2厅2卫,119平米,低层,整租,南北,1200,"增城雅居乐御宾府,增城,荔城大道北,荔城大道306号",精装修,雅居乐御宾府:精装3房 南北对流 采光足 拎包入住
3室2厅2卫,107平米,中层,整租,南,2200,"碧桂园凤凰城凤锦苑,增城,凤凰城,广园快速路（近沈海高速）",精装修,凤锦苑 凤凰城四环岛 精装三房 拎包入住
3室1厅1卫,99平米,高层,整租,南北,2300,"翡翠绿洲湖翠苑,增城,广园东,广园东快速路开创大道北埔南路",豪华装修,翡翠绿洲湖绣苑豪装三房全齐全新拎包入住带车位
3室2厅2卫,135平米,高层,整租,南,2500,"碧桂园凤凰城凤天苑,增城,凤凰城,新塘镇广园东路",简装修,凤天苑 精品3房仅租2800 家私电全齐 高楼层 拎包入住 随时看房
3室2厅2卫,107平米,高层,整租,南,2800,"东凌广场,增城,新塘北,增城市新塘镇汽车城大道71号（广园快速路新新出口旁）",精装修,东凌广场 精装三房 高楼层 家电齐全 拎包入住
1室1厅1卫,51平米,中层,整租,南,900,"群星花园,增城,新塘南,新塘镇工业加工区新风路8号",精装修,群星花园 精装一房 家私家电齐全 仅租900 拎包入住
3室2厅1卫,106平米,高层,整租,南,2500,"碧桂园凤凰城凤天苑,增城,凤凰城,新塘镇广园东路",精装修,凤凰城凤天苑 106 豪华装修 三房一卫 2500家私电齐全。
3室2厅1卫,107平米,高层,整租,南,2400,"碧桂园凤凰城凤天苑,增城,凤凰城,新塘镇广园东路",精装修,凤凰城凤天苑 精装三房 南向 家电齐全 拎包入住 钥匙在手
2室1厅1卫,70平米,低层,整租,南,2300,"亚太新城,增城,新塘北,新塘镇广群路1号",简装修,一般装修2室，房东次出租，一分价一分货，可看房
3室2厅1卫,99平米,高层,整租,东南,2800,"凤凰城凤妍苑,增城,凤凰城,广园东快速路",精装修,凤凰城凤妍苑 精装三房 带车位 吉之岛大商场 拎包入住
3室2厅1卫,107平米,中层,整租,南,2700,"碧桂园凤凰城凤锦苑,增城,凤凰城,广园快速路（近沈海高速）",精装修,天麓山 精装三房 带车位 南向 家电齐全 拎包入住
3室2厅2卫,129平米,高层,整租,南,3000,"东凌广场,增城,新塘北,增城市新塘镇汽车城大道71号（广园快速路新新出口旁）",精装修,新塘地铁口 东凌广场 新东城 三房两卫 南向 拎包入住
1室1厅1卫,100平米,低层,整租,南,1600,"敏捷锦绣广场,增城,荔城大道南,广州增城",简单装修,敏捷锦绣广场1室1厅1卫
3室2厅1卫,100平米,中层,整租,不限,2000,"豪园林湖宛(增城/增江),增滩大道",不限,豪园林湖宛 整租 3室2厅1卫 100平米(个人)
1室1厅1卫,100平米,低层,整租,南,1050,"富强物业小区,增城,荔城大道北,广州增城",简单装修,富强物业小区2室1厅1卫
2室1厅1卫,78平米,中层,整租,北,1500,"凤凰城凤凰名苑(增城/凤凰城),凤凰城",精装修,凤凰城凤凰名苑 整租 2室1厅1卫 78平米(个人)
1室1厅1卫,100平米,低层,整租,南,1100,"群星新邨,增城,新塘北,距13号线新塘站约263米,广州增城",简单装修,群星新邨2室1厅1卫
1室1厅1卫,100平米,低层,整租,南,650,"凤凰城凤妍苑,增城,凤凰城,广州增城",简单装修,凤凰城凤妍苑1室1厅1卫
2室2厅1卫,76平米,中层,整租,东南,1800,"亚太银座,增城,新塘北,距13号线新塘站约262米,汇太中路广群路5号",精装修,亚太银座精装两房出租 家私电器配套齐全看房方便 周边生活便捷
3室1厅1卫,106平米,中层,整租,南,1700,"现代城市花园,增城,新塘北,距13号线新塘站约333米,增城新塘镇港口大道363号",精装修,新塘 现代城 大润发 家私家电齐全 精装2房
2室2厅1卫,76平米,中层,整租,南北,1800,"惠百氏广场,增城,新塘北,距13号线白江站约496米,广园东新塘107国道与东江大道交汇路口",精装修,白江地铁口物业精装修两房家私家电齐全商业配套齐全
3室2厅1卫,95平米,低层,整租,西,1900,"碧桂园凤凰城凤馨苑,增城,凤凰城,新塘镇广园东路",精装修,凤凰城凤馨苑西向旺财位　95方三房精装修家电齐　随时看房随时住
3室2厅1卫,113平米,中层,整租,南,1099,"富鹏小区,增城,荔城大道北,增城荔城街沙园中路",精装修,富强路 吉屋出租 随时看房
1室1厅1卫,53平米,高层,整租,南北,1350,"广园东东方名都,增城,广园东,距13号线白江站约606米,增城区广园东路",精装修,新塘东方名都 千山万水总是情 和我租套房子行不行
2室2厅1卫,95平米,低层,整租,南北,3400,"中颐海伦堡花园,增城,新塘南,新塘镇南埔村海伦堡大道",豪华装修,急租 豪装两室 一线望江 楼下公车站 底价出租 带车库 速度
2室2厅1卫,80平米,高层,整租,南,2000,"广园东东方名都,增城,广园东,距13号线白江站约606米,增城区广园东路",精装修,白江站 东方名都 精装两房 家电齐全 交通方便 拎包入住
3室1厅2卫,97平米,高层,整租,南,3500,"合汇中央广场,增城,荔城大道北,府佑路与荔景大道交汇处（增城广场北侧）",简装修,合汇广场，中心住宅
2室1厅1卫,70平米,低层,整租,南北,1400,"碧桂园豪园,增城,挂绿新城,国际旅游度假城增滩公路",简装修,增城豪园豪园六期荔山苑家私家电齐全价格低低，拎包入住
2室2厅1卫,78平米,中层,整租,南北,1800,"盛世名门,增城,新塘北,距13号线白江站约374米,新塘镇东进东路8号",精装修,盛世名门 中高楼层精装2房 家私电齐全 保养好 !
3室2厅2卫,130平米,低层,整租,东北,2600,"中坚花园,增城,荔城大道南,夏街大道民生路18号",简装修,"中坚花园 家具家电齐全 130平,舒适环境等你享受"
3室2厅2卫,112平米,中层,整租,南,1800,"太阳城巧克力社区,增城,永和,增城市新塘镇新新大道简村段",中装修,正规有匙即睇！南向，诚心出租！
2室2厅1卫,78平米,高层,整租,北,1700,"盛世名门,增城,新塘北,距13号线白江站约374米,新塘镇东进东路8号",精装修,盛世名门精装两房1600/月装修保养好家私电齐全
3室2厅2卫,120平米,中层,整租,南,3000,"时尚广场,增城,广园东,港口大道北395号",简装修,时尚广场 3室2厅2卫
3室2厅2卫,119平米,低层,整租,西北,1500,"增城雅居乐御宾府,增城,荔城大道北,荔城大道306号",精装修,增城雅居乐御宾府:精装修家具电器齐全采光好房子舒适
2室2厅1卫,76平米,中层,整租,南,1800,"现代城假日花园,增城,新塘南,距13号线白江站约162米,市新塘镇大林边二横路7、8号",精装修,现代城假日花园 精装两房 家电齐全 环境优美 随时看房
2室2厅1卫,82平米,高层,整租,暂无,2000,"锦绣御景国际,增城,荔城大道南,荔城街府佑路与荔星大道交汇处",精装修,家电齐全 大型小区 低价出租
2室2厅2卫,84平米,高层,整租,南,1500,"太阳城巧克力社区,增城,永和,增城市新塘镇新新大道简村段",中装修,巧克力精装两房出租家私电齐全
2室2厅1卫,96平米,低层,整租,南,2500,"中颐海伦堡花园,增城,新塘南,新塘镇南埔村海伦堡大道",精装修,惊爆啦！！！桥南希有两房 南向望泳池家私全齐 仅租呆萌的价格
3室1厅1卫,103平米,高层,整租,南,2100,"现代城市花园,增城,新塘北,距13号线新塘站约333米,增城新塘镇港口大道363号",精装修,现代城 漂亮三房放租 家私家电全齐 仅租2100 拎包即住
1室1厅1卫,59平米,高层,整租,南,1600,"增城时代倾城,增城,增江,增江大道南3号",简装修,时代倾城 家私家电齐全 南向景观靓
2户合租,161平米,低层,次卧(合租),南,800,"金泽华庭,增城,新塘南,新塘镇新塘大道中1号(新塘公园*)",精装修,金泽华庭 合租 次卧161平米4室2厅2卫性别不限
3室2厅1卫,119平米,高层,整租,南,3000,"碧桂园凤凰城天麓山,增城,凤凰城,广园快速路(近沈海高速)",豪华装修,碧桂园凤凰城天麓山3室2厅1卫
1室1厅1卫,45平米,中层,整租,东南,750,"翡翠绿洲育才阳光苑,增城,广园东,新塘镇翡翠绿洲大道9号",精装修,增城广园东翡翠绿洲育才阳光苑 45平米1室1厅1卫
1室0厅1卫,45平米,高层,整租,东南,1000,"金地荔湖城,增城,永和,新新大道北新新五路15号",精装修,金地荔湖城1室0厅1卫
1室1厅1卫,45平米,中层,整租,南,750,"敏捷锦绣星河,增城,荔城大道北,正果镇增正公路旁正果派出所往前500米(兰溪路口*)",精装修,增城荔城大道北敏捷锦绣星河 45平米1室1厅1卫
2室2厅1卫,86平米,中层,整租,西南,2000,"翡翠绿洲育才阳光苑,增城,广园东,新塘镇翡翠绿洲大道9号",精装修,增城广园东翡翠绿洲育才阳光苑 86平米2室2厅1卫
2室2厅1卫,80平米,中层,整租,西南,1500,"新塘镇亚太新城富丽园(增城/新塘北),广州市增城区新塘镇亚太新城富丽园二街",精装修,新塘镇亚太新城富丽园2室2厅1卫
1室1厅1卫,50平米,高层,整租,东,1600,"碧桂园凤凰城凤晴苑,增城,凤凰城,广园东碧桂园凤凰城凤凰城大道第5个环岛",精装修,凤凰城凤晴苑东向望别墅单间　感觉大自然的轻抚　全身心的放松
3室1厅1卫,85平米,高层,整租,西南,1100,"置业花园,增城,增江,增城市荔城镇沿江东路",精装修,置业花园3室1厅1卫
2室1厅1卫,84平米,中层,整租,南,2000,"敏捷莱茵花园,增城,增江,增江大道与光明东路交汇处",精装修,江边单位，冬暖夏凉，近市场，近生活圈，配套成熟
2室2厅1卫,82平米,中层,整租,南,2000,"锦绣御景国际,增城,荔城大道南,荔城街府佑路与荔星大道交汇处",精装修,国际四期中高楼层全新未住过拎包入住有钥匙仅需2000
2室2厅1卫,79平米,中层,整租,东南,2000,"现代城假日花园,增城,新塘南,距13号线白江站约162米,市新塘镇大林边二横路7、8号",精装修,现代城假日花园 精装南向两房  交通方便 环境优美
1室1厅1卫,39平米,高层,整租,东南,1000,"力诚凯怡湾,增城,新塘南,增城市新塘镇新塘大道12号",简装修,力诚凯怡湾 1室1厅1卫
2室2厅1卫,65平米,低层,整租,东南,1500,"力诚凯怡湾,增城,新塘南,增城市新塘镇新塘大道12号",精装修,力诚凯怡湾 精装2室2厅1卫急租 随时可以入住
1室1厅1卫,30平米,中层,整租,西,850,"中区莲园路社区,增城,荔城大道南,莲园路15号附近",精装修,莲园路 家电齐全单价
2室2厅1卫,78平米,低层,整租,南,1800,"合汇学府名郡,增城,新塘北,距13号线沙村站约970米,新塘大道西（悦顺装饰材料市场对面）",精装修,名郡2房 全新装修未入住 地铁口物业 来电看房
3室1厅1卫,90平米,高层,整租,南,1000,"富鹏城丰路社区,增城,荔城大道北,增派大道城丰路",简装修,城丰路 三房廉价1000元出租
3室2厅2卫,133平米,中层,整租,南,2300,"荔城碧桂园,增城,荔城大道南,荔城镇荔星大道和俯前路交汇处",精装修,荔城碧桂园 居家3房 管理好 舒适整洁
4室2厅3卫,140平米,低层,整租,东南,2500,"金泽豪庭,增城,新塘北,距13号线白江站约754米,新塘镇金泽路1号",精装修,金泽豪庭大四房双主卧，看花园 领包入住
3室2厅2卫,95平米,中层,整租,南,3000,"中颐海伦堡花园,增城,新塘南,新塘镇南埔村海伦堡大道",豪华装修,花样年华 3房2厅 双阳台 家电齐全租2500
2室1厅1卫,65平米,高层,整租,西,800,"荔城大道小区,增城,荔城大道北,荔城大道荔星路",精装修,城北路温馨两房 家私电齐 随时看房
2室1厅1卫,76平米,低层,整租,北,1800,"锦绣天伦花园,增城,新塘南,距13号线官湖站约1085米,新塘新沙路30号",精装修,拎包即住两房，家电全齐，，您心动吗，近官湖站
2室2厅1卫,76平米,高层,整租,北,1300,"锦绣御景苑,增城,荔城大道北,荔城镇荔城街御景路60号",精装修,锦绣御景苑 精装小两房 配套齐全拎包入住1300
2室1厅1卫,82平米,中层,整租,北,1700,"现代城市花园,增城,新塘北,距13号线新塘站约333米,增城新塘镇港口大道363号",精装修,现代城市花园 整租 2室1厅1卫 82平米(个人)
3室2厅1卫,108平米,中层,整租,南,2000,"尚东阳光,增城,新塘南,距13号线沙村站约1124米,增城新塘镇西宁西路618号",精装修,尚东阳光 正规三房 视野广阔 配置齐全 初次出租 拎包入住
1室1厅1卫,57平米,中层,整租,南,1300,"碧桂园凤凰城凤晴苑,增城,凤凰城,广园东碧桂园凤凰城凤凰城大道第5个环岛",豪华装修,凤晴苑 温馨单间 家私电器齐全 拎包即住 高层南向 急租300元
3室2厅2卫,100平米,高层,整租,北,2200,"海伦春天,增城,永和,增城市新塘镇永和永顺大道东15号",精装修,海伦春天 整租 3室2厅2卫 100平米(个人)
2室1厅1卫,68平米,高层,整租,西南,800,"荔城大道小区,增城,荔城大道北,荔城大道荔星路",豪华装修,增城荔城大道北荔城大道小区 68平米2室1厅1卫
3室2厅2卫,116平米,中层,整租,北,25000,"碧桂园凤凰城凤晴苑,增城,凤凰城,广园东碧桂园凤凰城凤凰城大道第5个环岛",精装修,凤晴苑 116方三房两卫 高层靓景 生活便利 低价出租 随时可看房
3室2厅2卫,116平米,中层,整租,南,900,"碧桂园中新首府,增城,中新,中新镇福和(广河高速中新出口左转500米)",简装修,碧桂园中新首府 整租 3室2厅2卫 116平米(个人)
3室2厅1卫,97平米,中层,整租,南,2200,"增城时代倾城,增城,增江,增江大道南3号",精装修,增城时代倾城三房出租 价钱美丽 家私电器齐全 随时看房
1室1厅1卫,47平米,中层,整租,东,800,"力诚凯怡湾,增城,新塘南,增城市新塘镇新塘大道12号",精装修,力诚凯怡湾1室1厅1卫
1室0厅1卫,47平米,高层,整租,南北,900,"金地荔湖城,增城,永和,新新大道北新新五路15号",精装修,增城永和金地荔湖城 47平米1室0厅1卫
3室2厅2卫,119平米,中层,整租,东北,2000,"锦绣新天地,增城,新塘南,新塘镇府前路29号",精装修,增城新塘南锦绣新天地 119平米3室2厅2卫
2室2厅1卫,68平米,中层,整租,南,1200,"时代廊桥(增城),增城,永和,广园东新新大道转永宁大道",简装修,时代廊桥(增城) 整租 2室2厅1卫 68平米(个人)
2室2厅1卫,82平米,低层,整租,南,1600,"新塘新世界花园万象苑(增城/新塘南),广州市增城区新塘镇新世界花园",精装修,新塘新世界花园万象苑 整租 2室2厅1卫 82平米(个人)
2室1厅1卫,58平米,低层,整租,南北,1100,"金色港湾(增城/新塘北),广州新塘大道群星路",精装修,增城新塘北金色港湾 58平米2室1厅1卫
3室2厅1卫,91平米,低层,整租,南北,2400,"锦绣天伦花园,增城,新塘南,距13号线官湖站约1085米,新塘新沙路30号",精装修,增城新塘南锦绣天伦花园 91平米3室2厅1卫
3室2厅2卫,119平米,高层,整租,东南,2800,"锦绣国际(增城/荔城大道南),锦绣御景国际四期",精装修,增城荔城大道南锦绣国际 118.3平米3室2厅2卫
1室1厅1卫,51平米,高层,整租,西南,10000,"新塘广场,增城,新塘南,新塘镇新塘大道与解放北路交汇处",豪华装修,新塘广场 整租 1室1厅1卫 51平米(个人)
1室1厅1卫,60平米,中层,整租,南,1200,"红雨*(增城/荔城大道北),通园中路18号",精装修,红雨*整租 1室1厅1卫 60平米(个人)
3室2厅2卫,89平米,高层,整租,南,1600,"崇和花园,增城,永和,增城市新塘镇简村路",中装修,崇和花园 精装小三房 业主称心出售 家私电配全新 领包拎包入住
3室2厅1卫,121平米,高层,整租,南,3000,"豪进广场,增城,新塘南,距13号线白江站约1080米,东江大道28号",简单装修,豪进广场3室2厅1卫
1室1厅1卫,58平米,低层,整租,南,1100,"新康花园康馨苑,增城,新塘南,新塘大道西白江村",精装修,新康花园康馨苑 58平米1室1厅1卫 精装修 电梯 家电齐全
1室1厅1卫,53平米,中层,整租,南,2100,"增城万达广场(增城/挂绿新城),万达广场",精装修,增城挂绿新城增城万达广场 53平米1室1厅1卫
3室2厅2卫,163平米,高层,整租,不限,3200,"新塘群星新邨(增城/新塘北),新塘群星新邨",不限,新塘群星新邨 整租 3室2厅2卫 163平米(个人)
1室1厅1卫,50平米,中层,整租,南北,1400,"广园东东方名都,增城,广园东,距13号线白江站约606米,增城区广园东路",精装修,东方名都 1房1厅地铁站，家私电齐全，拎包入住
2室2厅1卫,96平米,中层,整租,南,1700,"翡翠绿洲湖翠苑,增城,广园东,广园东快速路开创大道北埔南路",精装修,翡翠绿洲湖翠苑 温馨舒适两房 全齐全新 寻找高素质的您
3室2厅2卫,136平米,高层,整租,南,2500,"碧桂园凤凰城凤锦苑,增城,凤凰城,广园快速路（近沈海高速）",豪华装修,凤锦苑 4房2厅2卫 家私电器全齐 保养新净 拎包入住 随时看房
2室2厅1卫,78平米,高层,整租,北,2300,"增城方圆云山诗意,增城,荔城大道北,荔城大道与荔星大道交汇处",简装修,云山精装2房出租城中心安静好地方
3室2厅1卫,105平米,高层,整租,南,1800,"兴隆花园,增城,荔城大道南,增城市荔城镇增城大道",精装修,江畔豪庭 近地铁口 增城广场 欧式风格 家电齐全仅租1800
3室2厅2卫,110平米,中层,整租,南,2200,"锦绣天伦花园,增城,新塘南,距13号线官湖站约1085米,新塘新沙路30号",精装修,锦绣天伦花园双地鉄精装南向三房齐家电拧包入住诚心出租
3室1厅2卫,100平米,中层,整租,南,1500,"金地香山湖,增城,新塘南,永和新新大道15号",毛坯,金地香山湖 整租 3室1厅2卫 100平米(个人)
3室2厅1卫,84平米,中层,整租,南,1400,"合景誉山国际,增城,永和,广园东新新大道中段",精装修,誉山国际學/区房 经典户型 全新家具 首/次出租
4室2厅2卫,156平米,低层,整租,南北,2500,"锦绣新天地,增城,新塘南,新塘镇府前路29号",不限,锦绣新天地 整租 4室2厅2卫 156平米(个人)
3室2厅2卫,98平米,中层,整租,南,2300,"碧桂园凤凰城凤馨苑,增城,凤凰城,新塘镇广园东路",精装修,凤馨苑 漂亮保养新 家电齐全 电梯3房2卫 急租
1室1厅1卫,46平米,中层,整租,南北,599,"金地荔湖城,增城,永和,新新大道北新新五路15号",精装修,金地荔湖城 水立方46方599元出租
1室1厅1卫,52平米,高层,整租,南,1400,"碧桂园凤凰城凤晴苑,增城,凤凰城,广园东碧桂园凤凰城凤凰城大道第5个环岛",豪华装修,星荟凤晴苑 52方高层南向 家私电器全新全齐 保养新净 急租1400元
3室2厅1卫,93平米,高层,整租,南北,2300,"锦绣御景苑,增城,荔城大道北,荔城镇荔城街御景路60号",精装修,锦绣御景苑二期中楼层带家私电出租领包入住
3室2厅1卫,82平米,高层,整租,南,1600,"中国铁建国际花园,增城,朱村,朱村街凤岗村",精装修,中铁建花园 已配/齐家私 很温馨 交通方便 拎/包入住
2室2厅1卫,76平米,高层,整租,北,1900,"盛世名门,增城,新塘北,距13号线白江站约374米,新塘镇东进东路8号",精装修,宏城汇两房出租，全新家私电，领包入住，有钥匙随时看房
2室2厅1卫,77平米,低层,整租,东北,1600,"海伦春天,增城,永和,增城市新塘镇永和永顺大道东15号",精装修,增城永和海伦春天 77平米2室2厅1卫 家私家电齐全
3室2厅2卫,86平米,中层,整租,南,1800,"力诚凯怡湾,增城,新塘南,增城市新塘镇新塘大道12号",精装修,力诚凯怡湾漂亮三房 
1室1厅1卫,53平米,高层,整租,南,2700,"敏捷锦绣广场,增城,荔城大道南,府佑路108号",简装修,敏捷锦绣广场 精装修 高层楼 纯向南 随时可看房 出租
2室2厅1卫,88平米,低层,整租,南,1600,"金时花园,增城,增江,增江街纬六路5号",简装修,金时花园全新家电齐全温馨小两房小区管理蕉石岭公园
