apartment,area,floor,lease_mode,orientation,price,quarters,renovation,s
2室2厅2卫,85平米,低层,整租,东南,4800,"保利中宇广场,天河,天河北,距3号线华师站约414米,天河北路626至628号",豪华装修,天河北 保利中宇 精装两房房 近地铁 生活便利 拎包入住
1室1厅1卫,60平米,高层,整租,南,2500,"金建苑,天河,燕塘,距6号线燕塘站约367米,燕岭路254号",精装修,燕塘地铁口。金建苑小区 电梯高层一房 全新装修。全明屋。仅此一
3室2厅1卫,122平米,中层,整租,南,9500,"保利香槟花园,天河,珠江新城西,距3号线珠江新城站约478米,珠江新城华就路",精装修,保利香槟花园 南向带主套三房 家私齐全 拎包入住
3室2厅1卫,103平米,高层,整租,南,5000,"远洋天骄,天河,沙太南,区元岗路68号",精装修,天河客运站地铁上新房 近新百佳 远洋天骄三房 家电齐全可随时
4室2厅2卫,120平米,低层,整租,东南,2100,"金田花苑,天河,天河北,距3号线岗顶站约978米,龙口西路333号",简装修,金田花苑 合租房 拎包入住 家私家电齐全
3室2厅2卫,131平米,中层,整租,南北,6000,"君怡大厦,天河,珠江新城东,距5号线潭村站约735米,珠江新城马场路以西",精装修,珠江新城 新盘 望花园4房 珠江公园旁 看房放便
3室2厅2卫,108平米,高层,整租,南,8700,"富力天河华庭,天河,天河北,距APM线林和西站约778米,天河北路林和东华庭路",精装修,天河北 富力天河华庭 听出阳台 望珠江 南向 带小区安静 恒达苑旁
3室2厅2卫,126平米,中层,整租,南,5600,"芳草园,天河,天河北,距3号线岗顶站约879米,天河北路577号",精装修,天河北 芳草园 花园小区 精装大三房 家私电器齐全 拎包入住
3室2厅2卫,157平米,中层,整租,东南,15500,"富力公园28,天河,珠江新城东,距5号线潭村站约673米,珠江新城马场路28号",精装修,富力公园28 157平 出租15500元 业主诚心出租
1室1厅1卫,40平米,低层,整租,南,5300,"汇峰国际公寓,天河,珠江新城中,距5号线猎德站约273米,花城大道兴盛路8号",简装修,汇峰苑 大单间 式装修 适合年轻人 拎包入住近 看中还可小刀
3室2厅2卫,125平米,中层,整租,南,10000,"利雅湾,天河,珠江新城中,距5号线猎德站约428米,珠江新城兴民路160号",精装修,今 日新出中海花城湾 南向三房 北欧新装修 安静望花园
2室1厅1卫,82平米,中层,整租,南,4200,"东园小区,天河,岗顶,距3号线岗顶站约505米,石牌西路2-58号",简装修,岗顶附近 精装两房 户型方正采光好 地段成熟 急租
2室2厅1卫,73平米,中层,整租,南北,5000,"南国花园,天河,珠江新城东,距5号线潭村站约370米,珠江新城马场西路",豪华装修,珠江新城 南国花园 安静电梯两房家电齐全 头次放租 舒适白净
2室2厅1卫,86平米,中层,整租,南,3500,"金晖花园,天河,粤垦,距6号线燕塘站约633米,粤垦路198号至10号",精装修,粤垦路精致两房，住家装修超舒适，拎包入住价格美，安静小区！
2室2厅1卫,78平米,中层,整租,南,3900,"太阳广场,天河,天润路,距3号线华师站约713米,龙口东路331号至337号",精装修,天河北太阳广场 精装两房厅出阳台装修保养好 大型社区 近地铁
1室1厅1卫,60平米,低层,整租,暂无,2400,"广海花园,天河,天河公园,距5号线科韵路站约1035米,中山大道西建中路7号",精装修,广海花园 正规一房一厅 只需2800 手快有
1室0厅1卫,28平米,高层,整租,南,1800,"丰兴广场,天河,石牌桥,距3号线石牌桥站约258米,天河南2路25-31号",精装修,丰兴广场 石牌桥出口 合租电梯大单间家电齐全采光好
2室1厅1卫,62平米,高层,整租,东南,2800,"羊城花园,天河,东圃,中山大道中438号",精装修,东圃 羊城花园 温馨二房 随时看房 住家合适 楼下是
4室2厅3卫,208平米,高层,整租,南北,18000,"嘉裕公馆,天河,珠江新城中,距5号线猎德站约402米,花城大道80号",豪华装修,带入户泳池 嘉裕公馆 南向四房两厅三卫 全新豪华设计
2室2厅1卫,77平米,中层,整租,南北,4300,"芳草园,天河,天河北,距3号线岗顶站约879米,天河北路577号",精装修,天河北天润路 芳草园协和新 精装两室 南向望花园配套成熟
2室2厅1卫,72平米,低层,整租,东南,7000,"中海花城湾,天河,珠江新城中,距5号线猎德站约160米,珠江新城花城大道86号",豪华装修,珠江新城 中海花城湾 二房 全新未住 简约时尚 豪华大气
6室2厅6卫,497平米,中层,整租,东南,70000,"天銮写字楼,天河,珠江新城中,距5号线猎德站约520米,天河区临江大道",精装修,天汇广场 大户型单位 可办.公
2室2厅1卫,77平米,低层,整租,北,3800,"华景新城陶然庭苑,天河,华景新城社区,华景东路216号",精装修,精装修 采光好通风 家电齐全 交通便捷
2室2厅1卫,67平米,低层,整租,南,6500,"中信广场国际公寓,天河,东站,距APM线林和西站约91米,天河北路233号",中装修,中信广场国际 负一楼就是地/鉄口 交通便利 周边配套样样齐全
5室2厅3卫,265平米,高层,整租,南,19000,"天銮,天河,珠江新城中,距5号线猎德站约587米,临江大道59号之一至59号之七",豪华装修,你试过在可180°眺望整个珠江和小蛮腰的浴缸洗澡吗 进来看看
2室2厅2卫,86平米,中层,整租,东北,8600,"高德置地公寓,天河,珠江新城中,距APM线花城大道站约393米,珠江新城冼村路16号",豪华装修,珠江新城 朱美拉 豪华二房 户型 珠江新城繁华地段 视野开阔
1室0厅1卫,31平米,高层,整租,东,3700,"嘉尚国际公寓,天河,天河北,距1号线广州东站约791米,林和东路沾益直街89号91号93号",简装修,嘉尚国际 温馨舒适一房 交通购物便利 拎包入住
2室2厅1卫,62平米,中层,整租,南,2600,"天鹅花苑,天河,长湴,距3号线天河客运站约745米,长兴路133号",精装修,天鹅花苑 成熟社区 三六号线高德汇 精装设施齐全 南向低层
1室0厅1卫,35平米,中层,整租,南,2500,"天鸿阁,天河,燕塘,距6号线燕塘站约216米,天河区燕岭路27号",简装修,独立门户大单间 温馨舒适 家电齐全 拎包入住 您还在考虑什么呢
2室2厅1卫,78平米,中层,整租,南,5000,"伊顿18,天河,龙口西,距3号线岗顶站约492米,龙口西路196号",精装修,龙口西伊顿18 户型方正 环境优雅 南向两房 交通便捷
1室1厅1卫,35平米,高层,整租,南,2300,"邮通小区,天河,华景新城社区,中山大道西139号",精装修,华景新城 邮通小区 电梯大单间 精装修 家私齐全 看房有钥匙
1室1厅1卫,49平米,中层,整租,北,4300,"MBA国际公寓,天河,岗顶,距5号线潭村站约1051米,黄埔大道西601号",精装修,暨南大学旁 易通大厦 电梯一房大 精装 近岗顶 实拍
3室2厅2卫,110平米,中层,整租,南,4000,"广海花园,天河,天河公园,距5号线科韵路站约1035米,中山大道西建中路7号",精装修,员村 广海花园 精装修 三房两厅 近 近近信息港
1室1厅1卫,53平米,中层,整租,东,6000,"尚东君御,天河,珠江新城中,距5号线猎德站约450米,广州市珠江新城兴盛路与冼村路交界处G3-1",豪华装修,新净大一房 品质小区 南向望花园 夜景靓 采光通风 尚东君御
1室0厅1卫,30平米,高层,整租,南,2080,"龙苑大厦,天河,龙口西,距3号线岗顶站约204米,天河路551号",简装修,电梯楼中层，全新装修，安静舒适带大阳台，即可交付使用
2室2厅1卫,93平米,中层,整租,南,10000,"尚东君御,天河,珠江新城中,距5号线猎德站约450米,广州市珠江新城兴盛路与冼村路交界处G3-1",豪华装修,尚东君御 精致两房 中区醉美一手楼放租 贵的物超所值
3室2厅2卫,120平米,高层,整租,南北,9000,"尚东宏御,天河,珠江新城东,距5号线潭村站约201米,花城大道760号",精装修,尚东宏御 地铁口 南北对流舒适三房 看房随时方便
1室2厅1卫,51平米,高层,整租,南北,7800,"珠光新城御景二期,天河,珠江新城东,距5号线潭村站约232米,珠江新城花城大道与平江路交界（地铁5号线潭村站B出口",简装修,珠江御景 和御御公馆 南向望江复式一房一厅 家私电全齐
2室2厅2卫,108平米,中层,整租,南,8300,"富力公园28,天河,珠江新城东,距5号线潭村站约673米,珠江新城马场路28号",豪华装修,珠江新城 富力公园28号 豪华大2房 五星管理 适合白 富 美急租
1室0厅1卫,43平米,低层,整租,南,4300,"双城国际公寓,天河,珠江新城西,距3号线珠江新城站约398米,花城大道21号至25号",精装修,双城国际 舒适单间 居家风格 可 家电全
2室1厅1卫,82平米,高层,整租,北,3500,"泽晖苑,天河,华景新城社区,天河区中山大道105号",精装修,精装修 采光好通风 交通便捷
3室2厅2卫,153平米,中层,整租,南北,10000,"尚东君御,天河,珠江新城中,距5号线猎德站约450米,广州市珠江新城兴盛路与冼村路交界处G3-1",豪华装修,新净大三房 品质小区 南向无遮挡 安静望花园 采光通风 尚东君御
3室2厅2卫,160平米,高层,整租,东西,10000,"汇景新城,天河,汇景新城社区,天河区汇景北路168至182号（双号）",精装修,棕榈园 精装3房出租 户型方正 通风采光好 位置安静 家私齐
3室2厅2卫,120平米,低层,整租,南北,5500,"华景新城陶然庭苑,天河,华景新城社区,华景东路216号",精装修,华景新城 陶然庭苑 户型好朝向好 南北对流 价格实惠
3室2厅1卫,74平米,高层,整租,南,11000,"保利中达广场,天河,珠江新城中,距5号线猎德站约309米,珠江新城兴民路221号",豪华装修,保利中达 复式3房 豪华装修 商业氛围浓 进出方便
4室2厅2卫,200平米,高层,整租,南,30000,"颐德公馆,天河,珠江新城东,距5号线猎德站约585米,花城大道126号-136号（双号）",精装修,珠江新城 颐德公馆 精装南北对流四房 品质小区 拎包入住
3室2厅2卫,151平米,高层,整租,南,4800,"华南御景园,天河,岑村,华观路岑村公路",精装修,二期安静151方大三房 家电齐全 业主首.次出租 装修保养好
1室1厅1卫,38平米,中层,整租,西,550,"广信红棉阁,天河,天河南,距APM线黄埔大道站约338米,黄埔大道西185号",精装修,近地铁 精装修 随时看房 拎包入住
1室1厅1卫,50平米,中层,整租,南,4800,"日出观山,天河,粤垦,距6号线燕塘站约633米,粤垦路498号",精装修,燕塘 小区 日出观山精装大单间 带阳台 生活便利 设施齐全
3室2厅1卫,96平米,中层,整租,南北,3600,"城市假日园,天河,东圃,距4号线车陂站约868米,中山大道旭景西路",精装修,东圃 城市假日园 环境好 精装三房 新家电 高层视野开阔
3室2厅1卫,102平米,高层,整租,东南,4000,"豪景花园,天河,沙河,距6号线天平架站约753米,广州大道北52号",精装修,三房 电梯高层 配齐家私电 住家优选房源 看房方便 近沙河
3室2厅2卫,105平米,高层,整租,南,4900,"日出观山苑,天河,粤垦,距6号线燕塘站约633米,粤垦路498号",精装修,日出观山 精装三房 家具家电全齐，5000元/月，拎包即住！
3室2厅2卫,80平米,高层,整租,暂无,3800,"兰亭盛荟,天河,东圃,距5号线东圃站约727米,黄埔大道桃园西路明镜路（东圃地铁站B出口东行100米",精装修,东圃地铁口兰亭盛荟 邻近东圃5号线 楼龄新 全新家私家电
3室2厅2卫,145平米,高层,整租,南,13000,"中海花城湾,天河,珠江新城中,距5号线猎德站约160米,珠江新城花城大道86号",简装修,中海花城湾 高层南向大三房 装修保养好 新家私全新 随时看房
2室1厅1卫,85平米,高层,整租,南,3500,"侨源新村,天河,燕塘,距6号线燕塘站约443米,北燕都路44号",精装修,侨源新村 精装两房厅大  采光好 拎包入住
2室2厅1卫,87平米,高层,整租,南,4100,"华颖花园,天河,员村,距5号线潭村站约873米,员村一横路7号大院",精装修,华颖花园 精装两房两厅 交通便利 家私家电齐 低市场 价急租
2室2厅1卫,85平米,中层,整租,南,4800,"鸿翔大厦,天河,龙口东,距3号线华师站约524米,天河北路615号",精装修,天河北 鸿翔大厦 精装大两房 安静不吵 视野开阔 家私家电齐全
3室2厅2卫,109平米,高层,整租,北,9000,"汇景新城棕榈园,天河,汇景新城社区,广园东路与五山路交界处",豪华装修,汇景新城优美的3房2厅豪华装修南北对流景观优美实景照片看房方便
2室2厅2卫,89平米,低层,整租,东南,10000,"尚东君御,天河,珠江新城中,距5号线猎德站约450米,广州市珠江新城兴盛路与冼村路交界处G3-1",豪华装修,尚东君御 干净整洁 环境幽雅 成熟配套 诚心出租
1室1厅1卫,40平米,高层,整租,南,3800,"名雅苑,天河,体育中心,距1号线体育中心站约370米,天河东路华阳街103号",精装修,天河北 名雅苑 精装一房 干净整洁 一觉自然醒 近地/铁 体育中心
2室2厅1卫,88平米,中层,整租,南,3680,"君林天下,天河,龙洞,距6号线植物园站约69米,广汕路华南植物园旁",简装修,精装大两房 电梯高层 安静舒适 拎包入住 装修时尚
4室3厅2卫,300平米,中层,整租,南,25000,"瑞安创逸,天河,天河北,距3号线华师站约331米,天河区天河北路622号",豪华装修,写字楼　瑞安创逸　可　　采光好　随时看房　便捷
2室2厅1卫,77平米,中层,整租,东南,4500,"华康小区,天河,天河北,距1号线体育中心站约413米,天河区天河东路华康街",精装修,华康小区 温馨2房 近体育中心 太古汇 财富广场 配套完善 交通方
3室2厅2卫,79平米,高层,整租,南北,8500,"珠光新城御景二期,天河,珠江新城东,距5号线潭村站约232米,珠江新城花城大道与平江路交界（地铁5号线潭村站B出口",豪华装修,全新装修 高实用复式 可 来电看房 珠光御景
1室1厅1卫,49平米,中层,整租,南,3300,"领汇国际公寓,天河,东圃,中山大道菁映路之二",精装修,东圃 领汇国际 精装修一房一厅 拎包入住 成熟商圈 近
1室1厅1卫,33平米,高层,整租,南,2700,"邮通小区,天河,华景新城社区,中山大道西139号",简装修,华景新城 邮通小区 电梯房 近华景公交站 购物便捷 安静宜居
2室2厅2卫,129平米,中层,整租,东北,12000,"富力爱丁堡国际公寓,天河,珠江新城西,距3号线珠江新城站约234米,珠江新城华利路2号",豪华装修,富力爱丁堡129方豪华两房带主套 酒.店管家式服务 配带豪华会所
3室1厅1卫,85平米,高层,整租,南,5300,"天河直街小区,天河,天河北,距APM线林和西站约772米,天河直街102号附近",中装修,购书中心旁 住家三房 拎包入住 出去方便 看房随时
4室2厅2卫,152平米,高层,整租,南北,13500,"猎德花园,天河,珠江新城东,距5号线猎德站约633米,珠江新城猎德大道20号",精装修,猎德花园 南向四房 带主套 家私电器全齐
1室1厅1卫,45平米,低层,整租,南,2800,"智景花园,天河,车陂,距4号线车陂站约411米,中山大道中190号",精装修,车陂 智景花园 精装大一房 随时可看 交通生活方便
2室2厅2卫,108平米,中层,整租,南,7000,"利雅湾,天河,珠江新城中,距5号线猎德站约428米,珠江新城兴民路160号",简装修,珠江新城 利雅湾 江景房 5星管理 随时看房
1室1厅1卫,68平米,中层,整租,南,6300,"高德置地公寓,天河,珠江新城中,距APM线花城大道站约393米,珠江新城冼村路16号",豪华装修,珠江新城西1室一个有美有艺术有生活唯独没有压力的地
3室1厅1卫,103平米,中层,整租,北,6300,"华港花园豪情湾,天河,天河公园,东方一路24号",简装修,天河公园西 华港花园 电梯三房 景观视野好 交通方便 生活便利
2室2厅1卫,86平米,高层,整租,南,6800,"保利中辰广场,天河,龙口西,距3号线岗顶站约312米,龙口西路3号",豪华装修,保利中辰 精装两房 安静舒适 高层视野 岗顶地铁上
2室1厅1卫,65平米,低层,整租,南,3380,"金燕花苑,天河,粤垦,距6号线燕塘站约431米,粤垦路618号",简装修,地铁站 温馨2居家电齐拎包即住 看房随时 出租 
3室2厅1卫,80平米,中层,整租,西南,4600,"隽园,天河,天河公园,天河区天府路157号",精装修,天河公园隽园电梯三房 现场实拍图片 家私家电齐全 景观一流
3室2厅2卫,110平米,高层,整租,南,6000,"新世界东逸花园逸翠轩,天河,天河公园,东方三路194号-200号",精装修,东逸花园 天河公园门口 南向三房 家私电器齐全
1室1厅1卫,50平米,中层,整租,南,2300,"嘉逸花园,天河,东莞庄,天河区东莞庄路伟逸街",精装修,嘉逸花园1居，精装，次出租，随时看房
3室2厅2卫,150平米,高层,整租,东南,15000,"中海花城湾,天河,珠江新城中,距5号线猎德站约160米,珠江新城花城大道86号",精装修,中海花城湾 豪华装修南向三房 家私电器齐全 配套成熟拎包入住
3室2厅2卫,112平米,中层,整租,南,9500,"保利心语花园,天河,珠江新城中,距5号线猎德站约461米,天河区珠江新城金穗路70号",精装修,有家有爱有温馨！保利心语花园温馨3室！让您享受生活
2室2厅1卫,83平米,高层,整租,南,4200,"保利林海山庄,天河,龙洞,距6号线植物园站约459米,天源路（华南植物园东北角）",精装修,也许您还在为找好房子而犯愁，不是没有，是您没有碰到好的经纪人
2室2厅1卫,98平米,中层,整租,南北,9000,"中海花城湾,天河,珠江新城中,距5号线猎德站约160米,珠江新城花城大道86号",豪华装修,珠江新城 中海花城湾 南向靓丽两房 门口天汇广场优托邦即看 整租
2室1厅1卫,75平米,高层,整租,北,3400,"棠雅苑,天河,上社,天河棠下上社枫叶路8号",简装修,天河公园北门棠雅苑 两房一厅 近上社公交站 生活便利 采光好
4室2厅2卫,159平米,高层,整租,南北,9000,"汇景新城柏菲美泉,天河,汇景新城社区,五山路与广园东回旋处",豪华装修,环境优美
1室1厅1卫,25平米,高层,整租,东,2500,"万科云城米酷,天河,岑村,天河华观路（旧名云溪路）以南、高唐路以东",简装修,天河五山 万科米酷 精装复式 温馨舒适 拎包即住
4室2厅2卫,165平米,高层,整租,南北,13000,"中海璟晖华庭,天河,珠江新城中,距5号线猎德站约359米,天河区猎德大道33号",简装修,中海璟晖华庭 四房放租 欢迎大家庭进驻 保证惊喜
3室1厅1卫,89平米,中层,整租,南,2900,"瑜翠园,天河,龙洞,天源路（龙眼洞森林公园旁）",精装修,天河龙洞电梯 三居室 样板房 精致梦幻 先到先得
2室2厅1卫,76平米,中层,整租,南,3200,"燕塘广场,天河,燕塘,距6号线燕塘站约300米,沙河广汕公路北",精装修,燕塘地铁3分 精装两房 家私电器齐全 采光靓 拎包入住
2室1厅1卫,86平米,中层,整租,南,3150,"穗茵园,天河,员村四横路,距5号线科韵路站约617米,黄埔大道建华路21号",精装修,员村穗茵园 地铁口精装两房 近科技园 公交总站 交通生活便利
4室1厅1卫,106平米,高层,整租,南,3500,"侨乐新村,天河,沙太南,距6号线天平架站约439米,天平架沙太南路",简装修,天平架地铁口侨乐新村4房1厅房子很大可做宿舍或者家庭
2室1厅1卫,68平米,中层,整租,东北,6500,"寺右公馆,天河,珠江新城西,距5号线五羊邨站约518米,广州市天河区华就路21号",精装修,寺右公馆旺中带静 实用两房 不配家私才租6500元
1室1厅1卫,45平米,中层,整租,南,5300,"广弘天琪,天河,珠江新城西,距3号线珠江新城站约370米,华利路27号",简装修,广弘天琪 明亮开间 家私齐全 拎包入住
3室2厅2卫,105平米,高层,整租,南,5200,"君林天下,天河,龙洞,距6号线植物园站约69米,广汕路华南植物园旁",精装修,房屋亮点配套齐全 精装修 房源描述 房屋亮点配套齐全 精装修 房
2室2厅1卫,85平米,高层,整租,南,4000,"穗园小区,天河,龙口西,距3号线华师站约964米,龙口西路551号",精装修,龙口西穗园小区 精装大两房 家私齐全 采光好 地铁沿线 拎包入住
1室1厅1卫,38平米,中层,整租,南,3800,"育蕾小区,天河,天河南,距1号线体育西路站约279米,天河区体育西路",简装修,珠江新城 体育西出口 精装一房一厅 家电齐全采光明亮 温馨拎包入
3室1厅2卫,122平米,中层,整租,南,3400,"天河山庄,天河,沙河,距6号线天平架站约896米,天河山庄广州大道北沙和路",精装修,好房子急出，环境好，交通好，生活好
3室2厅2卫,98平米,中层,整租,暂无,5500,"兰亭盛荟,天河,东圃,距5号线东圃站约727米,黄埔大道桃园西路明镜路（东圃地铁站B出口东行100米",精装修,东圃兰亭盛荟 精装三房 交通方便近 全新南向 随时入住
3室2厅2卫,125平米,中层,整租,南北,12000,"嘉裕公馆,天河,珠江新城中,距5号线猎德站约402米,花城大道80号",精装修,嘉裕公馆 珠江新城中区醉新南向大三房 家私家电全新 花园小区
2室2厅1卫,78平米,低层,整租,东南,4500,"五山花园,天河,五山,距3号线五山站约406米,五山路五山地铁口出口处",简装修,五山花园一期70平精装修两房一厅业主可刷墙拎包入住价格可谈
1室0厅1卫,30平米,中层,整租,南,3400,"远洋天骄,天河,沙太南,区元岗路68号",豪华装修,家私电齐全，配套成熟，生活便利，装修好
3室1厅1卫,81平米,高层,整租,西北,2500,"天河阳光家园,天河,沙太南,距3号线支线梅花园站约976米,天河沙太南路213号",简装修,阳光家园小区设施完善交通便利整租
3室2厅2卫,110平米,中层,整租,北,9000,"保利心语花园,天河,珠江新城中,距5号线猎德站约461米,天河区珠江新城金穗路70号",豪华装修,保利心语 时尚三房 简约设计 时尚家居 干净高雅 中楼层采光通风
3室2厅2卫,203平米,高层,整租,南北,13000,"汇景新城龙熹山,天河,汇景新城社区,汇景北路168至182号双号",豪华装修,宽敞舒适的大3房
4室2厅2卫,175平米,中层,整租,南,16000,"尚东君御,天河,珠江新城中,距5号线猎德站约450米,广州市珠江新城兴盛路与冼村路交界处G3-1",豪华装修,尚东君御雅苑 婚房出租 亮瞎了观众眼睛 4房 高楼层景观赞整租
1室1厅1卫,46平米,中层,整租,南,2800,"橡树园,天河,沙太南,距3号线支线梅花园站约1072米,天河区沙太南路316号",精装修,橡树园 1房1厅 家私电齐全 交通便利 干净整洁 电梯房 配套好
